과목명,강의 내용,상세 URL,이미지 URL
초보자를 위한 GitLab Project Management 필수 강의,"GitLab 파트너인 DevOps 전문 기업 (주)투씨드의 컨설팅/교육/구축 경험을 여러분과 함께하기 위해 GitLab PM Runbook에 대한 강의를 소개합니다. GitLab PM Runbook은 GitLab의 여러 기능 중 Planning 및 Issue 관리, GitLab 구성 관리 등 GitLab의 핵심 기능을 설명합니다.",https://www.inflearn.comhttps://www.inflearn.com/course/gitlab-project-management?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/331078/cover/85cc0c40-928f-4de4-8b4e-c8c9e0fbda8d/331078-eng.png?w=420
실무에서 사용하는 Atlassian Confluence Cloud 기초 필수 강의,Atlassian 파트너인 DevOps 전문 기업 (주)투씨드의 컨설팅/교육/구축 경험을 여러분과 함께하기 위해 Jira Cloud Runbook 시리즈에 이어 Confluence Cloud Runbook을 공개하게 되었습니다. 앞으로 투씨드 런북 시리즈에 많은 성원 부탁드립니다.,https://www.inflearn.comhttps://www.inflearn.com/course/컨플루언스-클라우드-구성-활용?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/330571/cover/faf22a59-ce6c-4d2c-b805-fb1e6cb95311/330571-eng.png?w=420
엔트리 프로젝트로 익히기 초급과정,엔트리를 배우고 싶은데 정확한 설명이 부족해서 어려움을 겪는 분들에게 엔트리 기본기를 다룰 수 있는 강의를 준비해 보았습니다.  엔트리 프로그램을 다운로드 받았다면 누구나 강의를 시청하며 따라할 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/엔트리-기본기-뿌시기?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/329847/cover/cd995616-f4ad-4f5c-a0db-0a2dba1dbdf3/329847-eng.png?w=420
초보자도 할 수 있는 웹 취약점 진단(주요정보통신기반시설),주요통신기반시설 웹 취약점 가이드를 기반으로 한 웹 취약점 진단 강의입니다. 이 강의를 통해 웹 취약점 진단을 해보세요.,https://www.inflearn.comhttps://www.inflearn.com/course/웹취약점-진단-isms?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/course-324535-cover/a9ec97ea-1ae5-4a5d-9c67-c910fb39c096?w=420
파이썬 입문 및 웹 크롤링을 활용한 다양한 자동화 어플리케이션 제작하기,프로그래밍 언어 중 가장 배우기 쉽고 방대한 분야에서 활용가능한 파이썬을 통해 다양한 라이브러리 사용법을 배우고 관련 어플리케이션 제작에 필요한 이론 및 지식을 습득해봐요.,https://www.inflearn.comhttps://www.inflearn.com/course/python-파이썬-웹-데이터-크롤링?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/121703/course_cover/5ca91afb-8aaf-4ec3-9d79-8f2873791f63/jesr_python_0.png?w=420
한국 사람들이 평생 써먹는 인생 영문법 - 문장 기초 쌓기,"총 20개의 대주제를 분리하여, 짧은 학습시간을 투자하면서도 초급에서 중급까지를 모두 아우르는 체계적인 문법 학습을 제공합니다.",https://www.inflearn.comhttps://www.inflearn.com/course/인생-영문법-문장-기초?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/335345/cover/3b9a7b2e-3619-4f94-850a-7fa67a9b2dcc/335345.jpg?w=420
"업무시간을 절반으로, ChatGPT로 시작하는 데이터 리터러시","생성형 AI 도구를 활용한 노코드 데이터 분석을 주제로 합니다. ChatGPT, Gemini, Claude, Perplexity, Julius 등의 AI 도구를 사용하여 데이터 수집, 분석, 시각화, 보고서 작성 등 데이터 분석의 모든 단계를 수행합니다.",https://www.inflearn.comhttps://www.inflearn.com/course/chatgpt-데이터-리터러시?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/335341/cover/dd22a82f-c3dd-4b31-8e8d-5892059589d4/335341.jpg?w=420
"홍대 이작가가 그리는 최소한의 미술, 그리고 NFT 아트테크","미술의 역사와 현대 미술 시장의 변화, 아트페어, 경매, 갤러리, 아트 딜러 등의 역할을 이해하고, 암호화폐와 NFT가 미술 시장에 미치는 영향을 다룹니다. 미래의 미술 시장을 예측하고 아트테크의 발전을 살펴보며, 미술과 기술의 융합에 기반한 혁신적인 전략을 개발하는 데 도움이 됩니다.",https://www.inflearn.comhttps://www.inflearn.com/course/이작가-nft-아트테크?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/335293/cover/f6850c1b-b810-4cd0-92eb-eb7368e4eef4/335293.jpg?w=420
"핵심만 콕 집어주는, 무조건 토익 입문 RC","토익을 이제 막 시작하려는 학습자들은 토익 RC 5,6,7 등 총 3개의 파트를 구분하지 못하는 경우가 많습니다!",https://www.inflearn.comhttps://www.inflearn.com/course/무조건-토익-입문-rc?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/335279/cover/1525f06e-98c2-471e-ac3e-eb732879fbd0/335279.jpg?w=420
AI활용 디지털전환 (Digital Transformation Using AI),"파이썬을 활용해 기계학습 기술을 학습하고, 실제 데이터 정보 추출 방법 및 예측 모델 개발 능력을 향상해보자!",https://www.inflearn.comhttps://www.inflearn.com/course/ai-활용-디지털전환-부산대?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/334938/cover/464c9f5c-050c-481d-a867-04363ea2d103/334938.png?w=420
누구나 쉽게 시작하는 웹개발 기초 (Basic Web Development Course),"기본적인 웹사이트 구축 방법을 습득하고, 공공데이터 Open API를 연계한 실전 프로젝트를 통해 웹 개발의 기초부터 실무 적용 능력까지!",https://www.inflearn.comhttps://www.inflearn.com/course/누구나-쉽게-시작하는-웹개발-기초?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/334831/cover/fa151565-26c5-41b2-8048-5fff7a6f5836/334831.png?w=420
24년 개인정보보호법 시행령 개정 해설 강의,"'24년 개인정보보호법 시행령 개정에 따른 ISMS-P, CPPG 자격증, 개인정보보호 실무에 대응할 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/개인정보보호법-시행령-개정-해설?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/334335/cover/43bfe477-9451-48eb-92a7-ae13f243f373/334335.png?w=420
정보와 데이터 사이언스를 위한 프로젝트 관리,"데이터 사이언스를 통해 효율적으로, 똑똑하게 프로젝트를 관리해보자",https://www.inflearn.comhttps://www.inflearn.com/course/데이터-사이언스-프로젝트-관리?attributionToken=ChM2NTE2NjIwNjE2MjMwNjExNzg0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiyp8tES-vHRErLx0RLz0YQS9_HRErTx0RKP8tESjPLREq3y0RK78tESvvLREg,https://cdn.inflearn.com/public/courses/334174/cover/5c91a178-e2f2-4b98-9614-8a510dc26f04/334174.jpg?w=420
디지털 리터러시의 이해,"데이터를 '적절하게' 그리고 '공정하게' 다루는 기술로 데이터를 수집하고, 분석하고 의사소통을 위해 전달해보자!",https://www.inflearn.comhttps://www.inflearn.com/course/디지털-리터러시-이해?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/333813/cover/21659352-d567-4f23-b27e-612a800162c3/333813.jpg?w=420
로봇과 함께 배우는 코딩,인공지능을 이용한 다양한 귀여운 로봇들과 함께 재미있게 코딩해보자!,https://www.inflearn.comhttps://www.inflearn.com/course/로봇과-함께-배우는-코딩?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/333946/cover/3182195d-8446-4e03-8c5b-15f7a2551115/333946.jpg?w=420
"머신러닝, 딥러닝 기초 with Python, Keras",Keras를 활용해보며 머신러닝과 딥러닝에 대한 모델 알고리즘을 이해해보자!,https://www.inflearn.comhttps://www.inflearn.com/course/머신러닝-딥러닝-기초-python-keras?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/333664/cover/924ac728-9a32-46e0-a002-b5d5ca40f4b7/333664.png?w=420
"머신러닝 모델을 활용한 Android, iOS 앱 개발","간단한 머신러닝 모델을 기반으로 Android/iOS 앱을 만들어보고, 머신러닝에 대한 기초, TFLite를 사용한 모델 변환, 안드로이드 앱/iOS 앱을 구현하는 과정을 알게됩니다.",https://www.inflearn.comhttps://www.inflearn.com/course/머신러닝-활용한-android-ios?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/333545/cover/f5295c6c-744f-43ec-99d6-0b9786728208/333545.png?w=420
파이썬 코드로 배우는 데이터분석,"웹 상에서 데이터를 수집하는 방법을 익히고, 머신러닝의 지도학습 모델을 생성해보자!",https://www.inflearn.comhttps://www.inflearn.com/course/파이썬코드로-배우는-데이터분석?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/333538/cover/77d0ad28-4f19-4c58-93c9-09a4a05036a9/333538.jpg?w=420
객체지향 개념에 바탕을 둔 JAVA 프로그래밍,컴퓨터공학 전공자를 위한 객체지향 개념에 바탕을 둔 Java 프로그래밍,https://www.inflearn.comhttps://www.inflearn.com/course/객체지향-java-프로그래밍?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/333547/cover/91b505e3-8769-460f-bc5a-8c6bcbb762ef/333547.jpg?w=420
"IT, 코딩, 프로그래밍 연합 동아리 합격 자기소개서 13종",IT 연합 동아리에서 자소서 작성이 막막하신 분들을 위해 합격 자기소개서 13종을 준비해봤습니다!,https://www.inflearn.comhttps://www.inflearn.com/course/it-연합동아리-합격-자기소개서-13종?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/333067/cover/a9a2bb34-e89e-4680-8119-1010082b53d2/333067.png?w=420
워드프레스 자동 포스팅 프로그램 개발 강의 (ChatGPT API),"워드프레스 포스팅 예약하기, 썸네일 자동 등록기능 가능한 프로그램 코드 얻어가세요",https://www.inflearn.comhttps://www.inflearn.com/course/워드프레스-자동-포스팅-프로그램?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/332227/cover/ab07c82a-54ff-4b78-82d0-547fbd899f40/wordpress auto writer.png?w=420
키워드로 듣고 답하는 퀵 오픽 AL+ Step1 문제유형,"따라서 말하기는 물론 문제를 듣는 훈련은 물론, 문제에서 요구하는 정보가 무엇인지 키워드로 파악하고, 해당 정보들의 고득점 키워드들을 답변에 담아 원하는 목표 레벨 달성",https://www.inflearn.comhttps://www.inflearn.com/course/퀵-오픽-al-step1?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/332579/cover/7ab4bc1c-9f6e-49b1-8cab-ea5cebaaa2b5/quical_step1.jpg?w=420
영수증 아저씨 김경필의 월급부자트레이닝 15일완성,월급을 효과적으로 활용하여 부를 창출하고 미래를 위해 적극적인 재정 관리를 할 수 있는 기초를 다질 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/김경필-월급-부자-트레이닝?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/332524/cover/d75aca58-412f-4fe1-a9f6-a43e8a707195/k_salary.jpg?w=420
하루 10분 한달완성 선형대수학,AI/딥러닝에 필요한   선형대수 내용을  하루 10분 투자 한 달 완성으로 마스터 해봐요,https://www.inflearn.comhttps://www.inflearn.com/course/하루-10분-선형대수학?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/332484/cover/b8aa2769-0896-418b-924b-889e3b584ed9/332484-eng.png?w=420
[10월 정기 교육 세션 다시보기] LLM(거대 언어 모델)과 데이터 분석의 자동화,코딩이 필요 없는 무료 데이터 시각화 툴 'HEARTCOUNT(하트카운트)'의 활용법을 다루는 열 번째 웨비나의 다시보기 영상입니다. 데이터 학습이나 툴을 익히는 데 드는 시간을 이제 데이터에서 업무에 필요한 정보를 찾는 데 사용하세요.,https://www.inflearn.comhttps://www.inflearn.com/course/10월정기-데이터분석-자동화?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/332452/cover/86dd8178-92a6-4896-bd61-5f9c197a8433/332452-eng.jpg?w=420
하트카운트와 함께 쉽게 시작하는 엑셀 & 데이터 전처리,엑셀을 업무에서 효과적으로 사용하는 방법과 분석하기 좋은 데이터를 만드는 방법에 대해 알려 드립니다.,https://www.inflearn.comhttps://www.inflearn.com/course/쉽게-시작하는-엑셀-데이터-전처리?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/332288/cover/5299f598-e494-4442-9d9c-b80ab46674d6/332288-eng.png?w=420
하트카운트와 함께 쉽게 시작하는 파이썬 & 데이터 전처리,파이썬 입문자/비개발자를 위한 기초 사용법과 데이처 전처리 방법을 다룹니다. 부록으로 ChatGPT 코드 인터프리터를 활용한 전처리 방법도 알려 드립니다.,https://www.inflearn.comhttps://www.inflearn.com/course/쉽게-시작하는-파이썬-데이터전처리?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/332286/cover/344fe1f7-1dfd-4f39-8859-78f98fa04270/332286-eng.png?w=420
[9월 정기 교육 세션 다시보기] 상관관계 - 인과성에 대해 이야기하는 법,코딩이 필요 없는 무료 데이터 시각화 툴 'HEARTCOUNT(하트카운트)'의 활용법을 다루는 아홉 번째 웨비나의 다시보기 영상입니다. 데이터 학습이나 툴을 익히는 데 드는 시간을 이제 데이터에서 업무에 필요한 정보를 찾는 데 사용하세요.,https://www.inflearn.comhttps://www.inflearn.com/course/9월-정기세션-상관관계-인과성?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/332336/cover/29ee0047-5227-4fcc-9ecb-5e1f49ff0b00/332336-eng.jpg?w=420
[입문] PM이 반드시 알아야 할 UX 디자인 원칙 가이드,"강좌를 통해 UI 개념, 인터랙션 개념, 사용성 개념, UX 분석 개념, UX 원칙 가이드 등 전반적인 이해를 높일 수 있어요. 또한, 자사 제품에 적합한 UX 원칙 가이드 매뉴얼을 만들 수 있어요.",https://www.inflearn.comhttps://www.inflearn.com/course/pm-ux-디자인-원칙-가이드?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/330314/cover/0f3dc537-f074-45cf-8415-5528a02220af/330314-eng.png?w=420
임장환의 칼만 필터(Kalman Filter) 1,쉬운 예제를 통한  칼만 필터(Kalman Filter)의 이론적인 동작 원리를 이해할 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/칼만-필터-1?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/331068/cover/c9c6e840-9b99-4a41-9220-720da251e61c/칼만필터인프런수정3.png?w=420
"그 누구도 알려주지 않았던  UXUI 필수 지식, 디자인 시스템","UXUI 관련해서 공부할 것들, 정말 많죠? 읽어보고 싶은 책도 많고, 들어보고 싶은 강의도 다양하고.. 그럴 땐, 내 업무에 미칠 영향력이 큰 것부터 차근차근 공부해나가시는 것이 좋아요. 그리고 그 중, '디자인 시스템'이 단연 영향력 1위에요!",https://www.inflearn.comhttps://www.inflearn.com/course/오픈-소스-활용-디자인-시스템?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/330677/cover/90d84df0-5617-464d-999d-8e343b809834/cover 커버 인프런 홀릭스.png?w=420
Selenium 기본 과정,"재미없는 뉴스 크롤링 말고 블로거, 셀러, 소상공인에게 필요한 자동화 프로그램 만들기는 어때요? Selenium 기본편 강의로, 쉽게 Selenium 원리를 하나하나 다 알려드려요.",https://www.inflearn.comhttps://www.inflearn.com/course/selenium-기본-과정?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/330987/cover/7ed79ce2-764e-473b-97ad-81d6f37708a2/330987-eng.png?w=420
"파이썬 셀레니움 고급편 (python selenium - 크롤링, 크롤러)","대형 플랫폼에서 차단당하지 않는 셀레니움 고급 강의
사람처럼 움직이는 봇 개발",https://www.inflearn.comhttps://www.inflearn.com/course/파이썬-셀리니움-고급-크롤링?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/330154/cover/97b8344f-719b-4000-981d-f92892a1720c/330154-eng.png?w=420
딥러닝 실무 프로젝트,피자와 스파게티 사진을 분류해보고 싶어! 딥러닝 알고리즘 종류 중 하나인 CNN을 활용하여 이미지를 분류해보는 실무 프로젝트를 A부터 Z까지 따라해보는 딥러닝 실전 프로젝트 과정입니다.,https://www.inflearn.comhttps://www.inflearn.com/course/딥러닝-실무-프로젝트?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/330069/cover/09293bc2-1e03-4a1e-8b6e-7603d664dde2/330069-eng.jpg?w=420
TensorFlow로 배우는 심층 강화학습 입문 - Deep Reinforcement Learning,"심층 강화학습(Deep Reinforcement Learning)에 대한 필수 이론 학습을 통해 강화학습 기초 개념을 탄탄히 다지고, TensorFlow를 이용한 실제 코드 구현 실습을 통해 심층 강화학습의 원리를 자세히 학습할 수 있는 강의입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/텐서플로-심층강화-입문?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328117/cover/23307b8f-c818-46af-a66a-adaf324dbd5d/328177-resize-eng.png?w=420
